candidate_id,rank,score,reasoning
CAND_0081444,45,0.4569074105915585,"Software Engineer with 7.8 years of experience at Initech, specializing in vector search and RAG (Vector Search); experienced in backend infrastructure (Airflow); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand."
CAND_0028318,46,0.4471432357030916,"Data Scientist with 6.4 years of experience at Krutrim, specializing in vector search and RAG (Pinecone, Vector Search); strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence; high recruiter demand. Note: candidate has a long 120-day notice period. Minor."
CAND_0030061,47,0.4409923279606325,"Data Analyst with 5.3 years of experience at Ola, specializing in applied ML (Python); strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence and good recruiter responsiveness; reliable follow-through."
CAND_0030643,48,0.435582836309351,"Computer Vision Engineer with 4.7 years of experience at Paytm, specializing in applied ML (MLflow). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note: candidate has a long 120-day notice period and is not."
CAND_0005498,49,0.4332087390000296,"Backend Engineer with 5.5 years of experience at Nykaa, specializing in applied ML (BentoML); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand, reliable follow-through. Note: candidate has not actively seeking new roles."
CAND_0056607,50,0.4325429966279042,"Senior Data Engineer with 6.1 years of experience at Hooli, specializing in vector search and RAG (Milvus). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note: candidate has not actively seeking new roles."
CAND_0087713,51,0.4324271341545457,"Data Analyst with 6.4 years of experience at Vedantu, specializing in vector search and RAG (Milvus); experienced in backend infrastructure (Airflow). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features good recruiter."
CAND_0060303,52,0.4258427555556317,"AI Research Engineer with 4.9 years of experience at upGrad, specializing in vector search and RAG (RAG, FAISS); strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence and good recruiter responsiveness; high recruiter demand. Note: candidate has not."
CAND_0032914,53,0.42383314077297535,"Senior Data Engineer with 7.6 years of experience at Razorpay, specializing in applied ML (NLP, MLflow); experienced in backend infrastructure (Spark). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note:."
CAND_0040972,54,0.4211692670769414,"Data Analyst with 6.2 years of experience at PhonePe, specializing in applied ML (MLOps, NLP); experienced in backend infrastructure (SQL); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note: candidate has not actively seeking new roles."
CAND_0054131,55,0.4195691191315887,"Senior Data Engineer with 4.3 years of experience at Paytm, specializing in vector search and RAG (RAG). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence; high recruiter demand, reliable follow-through.."
CAND_0001314,56,0.4187158063738381,"Senior Data Engineer with 6.9 years of experience at Accenture, specializing in applied ML (MLOps). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence; high recruiter demand. Minor data-quality flag."
CAND_0076663,57,0.4156948503638849,"Data Engineer with 4.9 years of experience at Mindtree, specializing in applied ML (PyTorch); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand. Note: candidate has a long 120-day notice period and is not actively seeking."
CAND_0090010,58,0.4106005741114127,"Analytics Engineer with 6.8 years of experience at Globex Inc, specializing in vector search and RAG (FAISS); experienced in backend infrastructure (Spark); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note: candidate has not actively seeking new roles.."
CAND_0048388,59,0.41030647688681776,"Data Analyst with 7.2 years of experience at Ola, specializing in vector search and RAG (RAG). Shown solid seniority growth in past roles; moderate semantic fit to the JD; features active GitHub presence and good recruiter responsiveness; high recruiter demand, reliable follow-through. Note:."
CAND_0035028,60,0.40864219565980886,"Software Engineer with 6.3 years of experience at Wayne Enterprises, specializing in applied ML (PyTorch, MLflow). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness. Note: candidate has not actively."
CAND_0054791,61,0.40726722452956843,"Senior Software Engineer with 5.8 years of experience at Acme Corp, specializing in vector search and RAG (Vector Search). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. skills); features active GitHub presence; high recruiter demand. Minor data-quality flag."
CAND_0022415,62,0.40559666380696924,"AI Research Engineer with 3.2 years of experience at Observe.AI, specializing in vector search and RAG (pgvector); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand."
CAND_0070252,63,0.40289756174658664,"Analytics Engineer with 6.4 years of experience at Cognizant, specializing in vector search and RAG (Milvus). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand."
CAND_0020712,64,0.40047047749447406,"Data Analyst with 4.9 years of experience at Nykaa, specializing in applied ML (TensorFlow, NLP); experienced in backend infrastructure (SQL). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. skills); features good recruiter responsiveness; high recruiter."
CAND_0050530,65,0.39869807672756263,"Senior Software Engineer with 7.1 years of experience at Nykaa, specializing in vector search and RAG (pgvector, Pinecone). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand.."
CAND_0098709,66,0.3973347345087502,Backend Engineer with 5.4 years of experience at HCL; experienced in backend infrastructure (PostgreSQL); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand.
CAND_0054409,67,0.39620804506135215,"Data Engineer with 7.4 years of experience at Freshworks, specializing in applied ML (MLflow); experienced in backend infrastructure (PostgreSQL, Spark); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand, reliable follow-through. Note: candidate has not."
CAND_0006578,68,0.39584443396169183,Senior Data Engineer with 6.9 years of experience at PharmEasy. Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence; high recruiter demand. Note: candidate has not actively seeking new roles.
CAND_0098894,69,0.39502484662765114,"Data Analyst with 4.4 years of experience at upGrad, specializing in vector search and RAG (pgvector). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence; high recruiter demand. Note: candidate has a long."
CAND_0078171,70,0.3948891625177836,Data Analyst with 7.9 years of experience at Flipkart. Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand. Note: candidate has a long 120-day notice period and is not actively.
CAND_0015928,71,0.39301293601071646,"Backend Engineer with 5.2 years of experience at Unacademy, specializing in vector search and RAG (FAISS); experienced in backend infrastructure (Kafka); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand, reliable follow-through. Note: candidate has a long."
CAND_0022635,72,0.3911237388000372,"Data Analyst with 5.8 years of experience at Ola, specializing in applied ML (BentoML). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence; high recruiter demand, reliable follow-through. Note: candidate has."
CAND_0063650,73,0.38868593148847747,"Software Engineer with 7.3 years of experience at Wayne Enterprises, specializing in applied ML (MLOps); experienced in backend infrastructure (Airflow). Shown solid seniority growth in past roles; moderate semantic fit to the JD; features active GitHub presence and good recruiter responsiveness."
CAND_0097802,74,0.3837044210754497,"Backend Engineer with 7.7 years of experience at Zoho, specializing in applied ML (TensorFlow, Python); experienced in backend infrastructure (Spark); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand."
CAND_0046533,75,0.38114816181611777,"Software Engineer with 4.3 years of experience at InMobi, specializing in vector search and RAG (FAISS, RAG). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features strong GitHub activity; high recruiter demand, strong open-source."
CAND_0068332,76,0.3800827836249491,"Software Engineer with 6.7 years of experience at Tech Mahindra, specializing in applied ML (PyTorch); experienced in backend infrastructure (Kafka). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness."
CAND_0052573,77,0.3788738831532396,"Data Analyst with 6.7 years of experience at Initech, specializing in vector search and RAG (Pinecone); moderate semantic fit to the JD; high recruiter demand."
CAND_0056543,78,0.37807682837251383,Data Analyst with 3.1 years of experience at Zoho; strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness. Note: candidate has not actively seeking new roles.
CAND_0090201,79,0.3691302818048029,"Data Analyst with 8.0 years of experience at Accenture, specializing in vector search and RAG (Vector Search); experienced in backend infrastructure (PostgreSQL); strong semantic alignment to the JD (esp. experience trajectory); features strong GitHub activity and good recruiter responsiveness."
CAND_0072877,80,0.36730784571998915,"Data Engineer with 4.9 years of experience at BYJU'S, specializing in vector search and RAG (Milvus); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note: candidate has not actively seeking new roles."
CAND_0002559,81,0.3650075660265966,"Senior Software Engineer with 7.9 years of experience at Mindtree, specializing in applied ML (BentoML). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand."
CAND_0009061,82,0.3639228254907311,"Software Engineer with 6.0 years of experience at Infosys, specializing in applied ML (NLP); moderate semantic fit to the JD; high recruiter demand. Note: candidate has a long 120-day notice period. Minor data-quality flag (synthetic)."
CAND_0012049,83,0.36221289410199936,"Data Analyst with 4.8 years of experience at Initech, specializing in vector search and RAG (FAISS). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand."
CAND_0025197,84,0.36161359840354523,"Analytics Engineer with 7.3 years of experience at Freshworks, specializing in vector search and RAG (RAG); strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence and good recruiter responsiveness; reliable follow-through."
CAND_0072861,85,0.3439284395878856,"Data Analyst with 3.5 years of experience at Meesho, specializing in applied ML (BentoML); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand."
CAND_0057494,86,0.318327029950011,"Software Engineer with 5.7 years of experience at Meesho, specializing in vector search and RAG (Pinecone). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand. Note: candidate."
CAND_0065790,87,0.2976557404212596,"Software Engineer with 3.8 years of experience at Cognizant, specializing in vector search and RAG (Milvus, Vector Search); strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence; high recruiter demand, strong open-source footprint, reliable."
CAND_0022819,88,0.2897287568932998,"Data Analyst with 7.7 years of experience at BYJU'S, specializing in applied ML (BentoML, PyTorch); experienced in backend infrastructure (Airflow); moderate semantic fit to the JD; features very high recruiter responsiveness; high recruiter demand, reliable follow-through. Note: candidate has a."
CAND_0029794,89,0.2879587782229683,"Backend Engineer with 6.6 years of experience at Flipkart, specializing in vector search and RAG (Vector Search); experienced in backend infrastructure (Spark); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand, reliable."
CAND_0027875,90,0.2801955773692049,"Backend Engineer with 3.9 years of experience at Mphasis, specializing in applied ML (MLflow). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand."
CAND_0089498,91,0.2795081112612682,"AI Specialist with 5.8 years of experience at Genpact AI, specializing in vector search and RAG (RAG). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence; high recruiter demand, strong open-source footprint."
CAND_0065288,92,0.27217945673923594,Data Engineer with 6.4 years of experience at Dream11. Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand. Note: candidate has not actively seeking new roles. Minor data-quality.
CAND_0069578,93,0.27110522975346635,"Backend Engineer with 7.1 years of experience at Razorpay, specializing in applied ML (Python, MLflow); strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness; high recruiter demand, reliable follow-through. Minor data-quality flag (synthetic)."
CAND_0079529,94,0.2673024430693617,"Software Engineer with 7.2 years of experience at CRED, specializing in applied ML (BentoML, MLflow); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand, reliable follow-through. Note: candidate has not actively seeking new roles. Minor data-quality flag."
CAND_0061591,95,0.2652491619282615,"Software Engineer with 4.7 years of experience at Unacademy, specializing in vector search and RAG (RAG); experienced in backend infrastructure (SQL). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features good recruiter."
CAND_0055668,96,0.2649940897512485,"Senior Data Engineer with 6.3 years of experience at CRED, specializing in vector search and RAG (Pinecone, pgvector). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence and good recruiter responsiveness."
CAND_0059224,97,0.25608276464735596,"Senior Software Engineer with 6.5 years of experience at CRED, specializing in vector search and RAG (Vector Search). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence; high recruiter demand, reliable."
CAND_0056729,98,0.25427402792606657,"Data Analyst with 7.3 years of experience at upGrad, specializing in vector search and RAG (RAG). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features active GitHub presence and good recruiter responsiveness; high recruiter demand.."
CAND_0088307,99,0.24991037088018783,"Data Engineer with 4.5 years of experience at Globex Inc, specializing in vector search and RAG (pgvector); strong semantic alignment to the JD (esp. experience trajectory); high recruiter demand. Note: candidate has a long 120-day notice period and is not actively seeking new roles."
CAND_0055924,100,0.24401930580459663,"Backend Engineer with 5.3 years of experience at Mphasis, specializing in vector search and RAG (RAG); experienced in backend infrastructure (SQL). Shown solid seniority growth in past roles; strong semantic alignment to the JD (esp. experience trajectory); features good recruiter responsiveness."
